gene_id,Col0_AWF_NT_R4,Col0_AWF_NT_R5,Col0_AWF_NT_R6,Col0_CL_R1,Col0_CL_R2,Col0_CL_R3,Col0_CL_ribo_R1,Col0_CL_ribo_R2,Col0_CL_ribo_R3,Col0_LSW_R1,Col0_LSW_R2,Col0_LSW_R3
AT1G04980,0,0,0,12,0,0,45,0,3,0,0,0
AT1G04985,0,0,0,22,0,7,109,66,82,0,0,0
AT1G04990,0,0,0,22,0,8,67,17,26,0,0,0
AT1G05000,0,0,0,0,0,0,0,11,0,0,0,0
AT1G05010,0,0,16,139,31,125,576,812,582,37,0,0
AT1G05020,0,0,0,2,0,3,0,0,10,0,0,0
AT1G05030,0,0,0,0,0,0,67,40,51,0,0,0
AT1G05040,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05055,0,0,0,10,0,0,29,0,35,0,0,0
AT1G05060,0,0,0,7,0,9,81,27,69,0,0,0
AT1G05061,0,0,0,0,0,0,0,0,6,0,0,0
AT1G05065,0,0,0,2,0,0,4,1,0,0,0,0
AT1G05070,0,0,0,16,0,14,80,26,37,0,0,0
AT1G05080,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05085,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05090,0,0,0,19,2,15,92,41,54,0,0,0
AT1G05100,0,0,0,0,0,0,7,0,3,0,0,0
AT1G05120,0,0,0,19,0,16,75,18,73,5,0,0
AT1G05135,12,2,4,25,10,80,30,41,144,2,0,0
AT1G05136,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05140,0,0,0,61,6,15,152,63,71,0,0,0
AT1G05150,2,0,0,48,3,19,137,10,121,6,0,0
AT1G05160,0,0,0,5,0,15,62,17,49,0,0,0
AT1G05170,0,0,0,44,0,0,183,8,16,0,0,0
AT1G05180,0,0,0,30,8,8,115,51,50,0,0,0
AT1G05190,0,0,0,163,13,70,657,101,346,9,0,0
AT1G05200,0,0,0,93,0,21,407,99,123,0,0,0
AT1G05205,0,0,0,0,0,0,29,3,0,0,0,0
AT1G05210,0,0,0,6,0,0,0,3,0,0,0,0
AT1G05220,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05230,0,0,0,35,0,15,95,32,66,7,0,0
AT1G05240,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05250,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05260,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05270,0,0,0,37,3,26,90,86,81,0,0,0
AT1G05280,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05290,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05291,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05300,0,0,0,0,0,0,28,26,36,0,0,0
AT1G05310,0,0,0,0,0,0,24,16,3,0,0,0
AT1G05320,0,0,0,29,0,20,159,14,58,8,0,0
AT1G05330,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05340,0,0,0,0,0,0,0,94,0,6,0,0
AT1G05350,0,0,0,9,0,0,73,21,67,0,0,0
AT1G05360,0,0,0,0,0,0,40,0,23,0,0,0
AT1G05370,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05380,5,0,0,45,0,49,213,77,214,0,0,0
AT1G05385,0,0,0,13,0,0,35,13,24,0,0,0
AT1G05390,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05400,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05410,0,0,0,13,0,0,51,18,61,0,0,0
AT1G05420,0,0,0,5,0,5,0,0,0,0,0,0
AT1G05430,0,0,0,14,0,8,78,22,36,0,0,0
AT1G05440,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05450,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05460,0,0,0,18,0,0,55,0,29,0,0,0
AT1G05470,0,0,0,19,0,16,63,0,37,0,0,0
AT1G05490,0,0,0,0,0,6,8,0,0,0,0,0
AT1G05500,0,0,0,51,0,11,182,26,82,0,0,0
AT1G05510,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05520,0,0,0,56,0,0,145,33,104,5,0,0
AT1G05530,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05540,0,0,0,0,0,0,13,0,0,0,0,0
AT1G05550,0,0,0,0,0,0,0,6,0,0,0,0
AT1G05560,1,0,0,64,2,5,169,30,18,8,0,0
AT1G05562,1,0,0,0,2,5,8,0,0,4,0,0
AT1G05570,5,0,0,128,3,96,483,65,431,12,0,0
AT1G05575,0,0,0,6,0,0,22,4,14,3,0,0
AT1G05577,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05580,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05590,0,0,0,22,0,8,88,0,36,0,0,0
AT1G05600,0,0,2,8,0,3,14,19,39,0,0,0
AT1G05610,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05615,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05620,0,0,0,23,0,0,13,0,18,0,0,0
AT1G05630,0,0,0,55,0,29,187,19,131,0,0,0
AT1G05640,0,0,0,13,0,0,0,3,13,0,0,0
AT1G05650,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05660,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05670,0,0,0,6,0,0,36,21,20,0,0,0
AT1G05675,0,0,0,0,0,0,21,0,0,0,0,0
AT1G05680,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05690,0,0,0,10,0,3,39,0,7,0,0,0
AT1G05700,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05710,0,0,0,0,0,0,0,24,3,3,0,0
AT1G05720,0,0,0,7,0,0,49,46,31,0,0,0
AT1G05730,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05740,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05750,0,0,0,2,0,0,31,9,17,0,0,0
AT1G05760,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05770,0,0,0,0,0,2,0,0,0,0,0,0
AT1G05780,0,0,0,6,0,0,13,16,0,0,0,0
AT1G05785,0,0,0,0,0,3,0,11,8,0,0,0
AT1G05790,0,0,0,12,0,8,74,30,61,0,0,0
AT1G05800,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05805,0,0,0,66,0,50,236,85,263,12,0,0
AT1G05810,0,0,0,5,0,14,29,27,66,0,0,0
AT1G05820,0,0,0,0,0,0,0,3,7,0,0,0
AT1G05830,0,0,0,40,0,32,143,34,143,10,0,0
AT1G05835,0,0,0,2,0,0,2,3,11,0,0,0
AT1G05840,0,0,0,25,11,26,117,129,169,0,0,0
AT1G05850,0,0,0,863,3,390,3193,151,1907,42,0,0
AT1G05860,0,0,0,13,0,5,29,14,36,0,0,0
AT1G05870,0,0,0,30,3,7,154,38,40,0,0,0
AT1G05880,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05890,0,0,0,46,10,64,195,299,397,0,0,0
AT1G05894,0,0,0,0,0,0,0,2,0,0,0,0
AT1G05900,0,0,0,0,0,0,54,11,23,0,0,0
AT1G05910,0,0,0,55,0,20,126,35,71,20,0,0
AT1G05920,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05925,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05930,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05940,0,0,0,30,0,35,100,48,75,0,0,0
AT1G05950,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05960,0,6,0,69,7,29,137,59,140,20,0,0
AT1G05970,0,0,0,0,0,0,10,10,35,0,0,0
AT1G05980,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05990,0,0,0,0,0,0,0,0,0,0,0,0
AT1G06000,0,0,0,44,0,4,314,31,36,2,0,0
AT1G06002,0,0,0,9,0,4,0,8,0,0,0,0
AT1G06010,0,0,0,0,0,0,19,0,20,5,0,0
AT1G06020,0,0,0,0,0,0,3,0,0,0,0,0
AT1G06030,0,0,0,0,0,0,0,0,0,0,0,0
AT1G06040,0,0,0,379,9,67,1042,112,232,14,0,0
AT1G06050,0,0,0,0,3,5,9,16,14,0,0,0
AT1G06060,0,0,0,0,0,7,85,32,55,0,0,0
AT1G06070,0,0,0,13,0,20,64,29,65,0,0,0
AT1G06080,0,0,0,0,0,0,9,0,0,0,0,0
AT1G06090,0,0,0,0,0,0,0,0,0,0,0,0
AT1G06100,0,0,0,0,0,0,0,0,0,0,0,0
AT1G06110,0,0,0,36,5,14,107,110,88,0,0,0
AT1G06120,0,0,0,0,0,0,0,0,0,0,0,0
AT1G06130,0,0,0,38,0,14,137,63,58,3,0,0
AT1G06135,0,0,0,0,0,0,0,0,0,0,0,0
AT1G06137,0,0,0,0,0,0,0,0,0,0,0,0
AT1G06140,0,0,0,6,0,0,3,3,8,0,0,0
AT1G06148,0,0,0,0,0,0,0,0,8,0,0,0
AT1G06149,0,0,0,0,0,0,0,0,0,0,0,0
AT1G06150,0,0,0,31,0,27,114,18,76,0,0,0
AT1G06160,3,0,0,0,0,6,3,48,42,0,0,0
AT1G06170,0,0,0,0,0,0,0,0,0,0,0,0
AT1G06180,0,0,0,0,0,0,5,25,21,0,0,0
AT1G06190,0,2,0,44,0,13,138,41,90,0,0,0
AT1G06200,0,0,0,37,0,19,122,57,145,5,0,0
AT1G06210,0,0,0,40,0,6,144,21,29,9,0,0
AT1G06220,0,0,0,65,0,30,192,50,180,0,0,0
AT1G06225,0,0,0,0,0,0,0,0,0,0,0,0
AT1G06230,5,0,0,79,0,69,233,62,305,18,0,0
AT1G06240,0,0,0,16,0,5,37,0,24,0,0,0
AT1G06250,0,0,0,0,0,0,0,0,0,0,0,0
AT1G06260,0,0,0,0,0,0,0,0,0,0,0,0
AT1G06265,0,0,0,0,0,0,9,0,23,0,0,0
AT1G06270,0,0,0,3,0,0,10,6,5,0,0,0
AT1G06280,0,0,0,0,0,0,0,0,0,0,0,0
AT1G06290,0,0,0,75,0,24,284,59,150,0,0,0
AT1G06310,0,0,0,0,0,0,0,0,0,0,0,0
AT1G06320,0,0,0,0,0,0,0,0,0,0,0,0
AT1G06330,0,0,0,0,0,0,0,0,0,0,0,0
AT1G06340,0,0,0,0,0,0,0,0,0,0,0,0
AT1G06350,0,0,0,0,0,6,0,0,19,0,0,0
AT1G06360,0,0,0,0,0,9,3,11,59,0,0,0
AT1G06370,0,0,0,0,0,0,9,0,15,0,0,0
AT1G06380,0,0,0,10,0,8,20,11,28,0,0,0
AT1G06390,0,0,0,35,0,56,153,105,198,6,0,0
AT1G06400,0,0,0,37,11,34,113,75,138,15,0,0
AT1G06410,13,0,0,134,10,95,197,57,189,8,0,0
AT1G06420,0,0,0,0,0,0,0,0,0,0,0,0
AT1G06430,0,0,0,226,12,16,1007,134,146,3,0,0
AT1G06440,2,0,0,0,0,0,13,4,0,0,0,0
AT1G06450,0,0,0,6,0,15,24,2,32,0,0,0
AT1G06460,0,0,0,230,0,93,579,190,423,24,0,0
AT1G06470,0,0,0,25,0,13,77,26,46,0,0,0
AT1G06475,0,0,0,3,0,0,0,0,3,0,0,0
AT1G06480,0,0,0,0,0,0,0,0,0,0,0,0
AT1G06490,0,0,0,3,0,0,15,0,6,0,0,0
AT1G06500,0,0,0,12,0,8,36,17,31,0,0,0
AT1G06510,0,0,0,25,0,0,22,14,12,0,0,0
AT1G06515,0,0,0,0,0,5,26,17,16,0,0,0
AT1G06520,0,0,0,0,0,0,0,7,15,0,0,0
AT1G06530,2,0,0,37,3,33,146,86,121,3,0,0
AT1G06540,0,0,0,0,0,0,0,0,0,0,0,0
AT1G06550,0,0,0,32,0,0,57,0,13,0,0,0
AT1G06560,0,0,0,9,0,5,29,0,39,0,3,0
AT1G06570,0,0,0,101,30,81,269,590,292,0,0,0
AT1G06580,0,0,0,3,0,2,18,3,10,0,0,0
AT1G06590,0,0,0,0,0,0,23,12,22,0,0,0
AT1G06610,0,0,0,0,0,0,0,0,0,0,0,0
AT1G06620,0,0,0,6,0,0,7,0,16,0,0,0
AT1G06630,0,0,0,17,0,9,27,25,50,0,0,0
AT1G06640,3,0,0,109,0,23,289,58,130,3,0,0
AT1G06645,0,0,0,22,0,5,47,54,13,0,0,0
AT1G06650,0,0,0,92,0,7,271,50,89,0,0,0
AT1G06660,0,0,0,0,0,0,7,4,0,0,0,0
AT1G06670,0,0,0,43,0,32,152,30,231,9,0,0
AT1G06680,16,6,9,4593,63,781,16525,1850,3648,113,0,0
AT1G06690,0,0,0,57,0,0,158,24,38,0,0,0
AT1G06700,0,0,0,59,15,66,158,183,298,0,0,0
AT1G06710,0,0,0,8,0,0,30,3,27,0,0,0
AT1G06720,0,0,0,18,0,43,41,17,126,5,0,0
AT1G06730,0,0,0,16,0,0,56,14,19,0,0,0
AT1G06740,0,0,0,7,0,7,35,0,14,0,0,0
AT1G06750,0,0,0,0,0,0,0,0,0,0,0,0
AT1G06760,0,0,0,137,11,53,380,243,386,24,0,0
AT1G06770,0,0,0,15,0,12,40,11,40,0,0,0
AT1G06780,0,0,0,10,0,6,66,28,36,0,0,0
AT1G06790,0,0,0,12,0,0,29,0,0,0,0,0
AT1G06800,2,0,0,27,3,28,57,53,45,0,0,0
AT1G06810,0,0,0,0,0,0,0,0,0,0,0,0
AT1G06820,0,0,0,43,0,11,151,34,94,0,0,0
AT1G06830,0,0,0,3,0,0,6,0,3,0,0,0
AT1G06840,0,0,0,18,0,13,61,50,94,0,0,0
AT1G06850,0,0,0,9,0,8,7,0,27,5,0,0
AT1G06860,0,0,0,0,0,0,0,0,0,0,0,0
AT1G06870,0,0,0,15,0,5,54,23,31,0,0,0
AT1G06880,0,0,0,0,0,0,1,1,0,0,0,0
AT1G06890,0,0,0,48,6,35,178,138,185,0,0,0
AT1G06900,0,0,0,9,0,34,75,34,68,6,0,0
AT1G06910,0,0,0,0,0,10,13,7,23,0,0,0
AT1G06920,0,0,0,0,0,0,0,0,0,0,0,0
AT1G06923,0,0,0,0,0,0,0,0,0,0,0,0
AT1G06925,0,0,0,0,0,0,0,0,0,0,0,0
AT1G06930,0,0,0,0,0,0,0,0,0,0,0,0
AT1G06950,0,0,0,72,7,74,259,64,437,5,0,0
AT1G06960,0,0,0,0,0,0,40,0,23,0,0,0
AT1G06970,0,0,0,0,0,3,4,0,0,0,0,0
AT1G06980,0,0,0,0,3,10,19,0,18,0,0,0
AT1G06990,0,0,0,0,0,0,0,0,0,0,0,0
AT1G07000,8,0,5,49,0,37,188,105,92,0,0,0
AT1G07010,0,0,0,86,0,7,331,46,26,0,0,0
AT1G07020,0,0,0,5,0,14,23,30,18,0,0,0
AT1G07025,0,0,0,0,0,0,0,0,0,0,0,0
AT1G07030,0,0,0,12,0,0,43,12,42,0,0,0
AT1G07040,0,0,0,26,9,41,125,198,146,0,0,0
AT1G07050,0,0,0,0,0,17,0,31,21,0,0,0
AT1G07051,0,0,0,0,0,0,0,0,0,0,0,0
AT1G07060,0,0,0,0,0,0,0,0,0,0,0,0
AT1G07070,0,0,0,0,0,0,23,0,20,3,0,0
AT1G07080,0,0,0,138,7,40,336,172,133,3,0,0
AT1G07090,2,0,0,20,7,15,66,80,66,2,0,0
AT1G07100,0,0,0,0,0,0,0,0,0,0,0,0
AT1G07110,0,0,0,108,9,81,369,109,456,0,0,0
AT1G07119,0,0,0,0,0,0,5,0,0,0,0,0
AT1G07120,0,0,0,0,0,0,0,0,6,0,0,0
AT1G07128,0,0,0,3,3,5,5,12,13,0,0,0
AT1G07130,0,0,0,3,0,5,3,12,14,0,0,0
AT1G07135,4,2,0,80,3,13,165,4,68,5,0,0
AT1G07140,0,0,0,88,0,74,448,110,294,14,0,0
AT1G07150,2,0,0,2,0,5,3,11,4,3,0,0
AT1G07160,0,0,0,0,0,0,0,0,0,0,0,0
AT1G07170,0,0,0,12,4,6,45,40,46,0,0,0
AT1G07175,0,0,0,0,0,0,0,0,0,0,0,0
AT1G07180,0,0,0,158,0,0,610,10,29,0,0,0
AT1G07190,0,0,0,0,0,0,0,0,0,0,0,0
AT1G07200,0,0,0,19,0,10,61,62,95,0,0,0
AT1G07210,0,0,0,27,0,6,90,19,61,9,0,0
AT1G07220,0,0,0,16,0,6,80,29,18,0,0,0
AT1G07230,0,0,0,58,12,23,201,61,154,0,0,0
AT1G07240,2,0,0,38,5,51,115,101,159,11,0,0
AT1G07250,0,0,0,81,0,36,230,86,88,5,0,0
AT1G07260,0,0,0,3,0,0,0,0,7,0,0,0
AT1G07270,0,0,0,0,0,0,0,0,0,0,0,0
AT1G07280,0,0,0,260,11,74,567,135,243,5,0,0
AT1G07290,0,0,0,0,0,0,7,0,0,0,0,0
AT1G07300,0,0,0,2,0,0,6,0,6,0,0,0
AT1G07310,2,4,0,58,0,60,44,38,47,9,0,0
AT1G07320,0,6,0,153,10,129,476,176,618,10,0,0
AT1G07330,0,0,0,0,0,0,0,0,0,0,0,0
AT1G07340,0,0,0,0,0,0,0,0,0,0,0,0
AT1G07350,0,0,0,57,0,17,63,26,44,0,0,0
AT1G07360,0,0,0,43,0,8,79,19,78,0,0,0
AT1G07370,0,0,0,8,0,0,19,0,0,0,0,0
AT1G07380,0,0,0,0,0,0,27,26,35,0,0,0
AT1G07390,0,0,0,0,0,0,8,6,15,0,0,0
AT1G07400,3,0,0,0,0,0,0,0,0,0,0,0
AT1G07410,0,0,0,0,0,0,10,0,0,3,0,0
AT1G07420,0,0,0,19,0,10,60,12,57,0,0,0
AT1G07430,0,0,0,27,0,3,78,114,6,0,0,0
AT1G07440,0,0,0,46,0,20,176,128,81,0,0,0
AT1G07450,0,0,0,0,0,0,0,0,0,0,0,0
AT1G07460,0,0,0,0,0,0,0,0,0,0,0,0
AT1G07470,0,7,0,15,0,9,35,0,67,0,0,0
AT1G07473,0,0,0,0,0,0,0,0,0,0,0,0
AT1G07476,0,0,0,0,0,0,0,0,0,0,0,0
AT1G07480,0,0,0,22,0,16,41,35,58,0,0,0
AT1G07485,0,0,0,0,0,0,11,0,0,0,0,0
AT1G07490,0,0,0,3,0,6,0,2,21,0,0,0
AT1G07500,0,0,0,0,0,0,0,0,0,0,0,0
AT1G07510,0,0,0,56,0,16,155,12,74,0,0,0
AT1G07520,0,3,0,16,0,10,74,36,44,0,0,0
AT1G07530,0,0,0,49,0,43,192,137,138,10,0,0
AT1G07540,0,0,0,0,0,0,0,0,0,0,0,0
AT1G07550,0,0,0,0,0,0,0,0,0,0,0,0
AT1G07560,0,0,0,0,0,0,0,0,0,0,0,0
AT1G07570,0,0,0,6,0,10,10,6,15,0,0,0
AT1G07580,0,0,0,0,0,0,0,0,0,0,0,0
AT1G07590,0,4,0,132,3,48,742,340,153,16,0,0
AT1G07600,0,0,0,9,1,9,28,8,3,3,0,0
AT1G07610,0,0,0,0,0,0,5,0,0,0,0,0
AT1G07615,0,0,0,4,0,9,23,8,32,0,0,0
AT1G07620,0,0,0,10,0,3,80,22,20,0,0,0
AT1G07630,0,0,3,42,6,15,161,43,77,0,0,0
AT1G07640,0,0,0,24,0,6,60,26,16,0,0,0
AT1G07645,0,0,0,0,0,0,0,0,0,0,0,0
AT1G07650,0,0,0,96,13,82,304,202,470,15,0,0
AT1G07660,0,0,0,14,0,10,53,37,54,0,0,0
AT1G07670,0,0,0,84,0,21,262,47,75,0,0,0
AT1G07680,0,0,0,0,0,0,0,0,0,0,0,0
AT1G07690,0,0,0,0,0,0,0,0,0,0,0,0
AT1G07700,0,0,0,54,0,0,197,34,24,0,0,0
AT1G07702,0,0,0,0,0,0,0,0,0,0,0,0
AT1G07705,0,0,0,29,0,13,66,34,38,0,0,0
AT1G07710,0,0,0,0,0,0,0,0,0,0,0,0
AT1G07720,0,0,0,105,11,28,409,159,180,0,0,0
AT1G07725,3,0,0,16,0,9,17,0,20,2,0,0
AT1G07728,3,0,0,16,0,9,20,47,20,2,0,0
AT1G07730,0,0,0,0,0,0,1,1,0,0,0,0
AT1G07740,0,0,0,2,0,2,9,4,0,0,0,0
AT1G07745,0,0,0,0,0,0,0,13,21,0,0,0
AT1G07747,0,0,0,0,0,0,0,0,0,0,0,0
AT1G07750,0,0,0,48,0,22,89,52,51,11,0,0
AT1G07760,0,0,0,0,0,0,0,0,0,0,0,0
AT1G07770,0,0,0,43,10,77,285,146,365,11,0,0
AT1G07780,0,0,0,0,0,0,36,29,46,0,0,0
AT1G07790,0,0,0,12,0,8,56,34,33,2,0,0
AT1G07795,0,0,0,0,0,0,0,0,0,0,0,0
AT1G07800,0,0,0,0,0,0,0,0,0,0,0,0
AT1G07810,0,0,0,40,0,26,139,47,170,0,0,0
AT1G07820,0,0,0,24,0,23,97,57,62,8,0,0
AT1G07830,0,0,0,3,3,17,13,27,31,0,0,0
AT1G07840,0,0,0,17,0,0,37,15,28,0,0,0
AT1G07850,0,0,0,0,0,0,0,0,0,0,0,0
AT1G07860,0,0,0,0,0,0,0,0,0,0,0,0
AT1G07870,0,0,0,0,0,6,36,36,28,0,0,0
AT1G07880,0,0,0,0,0,0,10,0,0,0,0,0
AT1G07885,0,0,0,0,0,0,0,0,0,0,0,0
AT1G07890,18,21,12,625,25,78,2698,612,314,43,0,0
AT1G07900,0,0,0,0,5,0,14,10,0,0,0,0
AT1G07901,0,0,0,0,0,0,4,7,3,1,0,0
AT1G07910,0,0,0,19,0,10,90,17,76,0,0,0
AT1G07920,27,6,6,412,15,258,1342,445,1099,37,219,48
AT1G07930,14,13,8,263,11,189,989,312,821,48,0,48
AT1G07940,25,7,0,315,22,153,965,343,809,31,311,58
AT1G07950,0,0,0,5,3,0,18,16,32,0,0,0
AT1G07960,0,0,0,7,0,0,40,23,40,0,0,0
AT1G07970,0,0,0,14,0,7,16,19,27,0,0,0
AT1G07980,0,0,0,6,0,0,62,8,31,0,0,0
AT1G07985,0,0,0,0,0,0,6,1,0,0,0,0
AT1G07990,0,0,0,119,0,49,243,89,236,0,0,0
AT1G08000,0,0,0,6,0,9,34,11,30,0,0,0
AT1G08005,0,0,0,0,0,0,0,0,0,0,0,0
AT1G08010,0,0,0,28,0,19,34,3,33,8,0,0
AT1G08030,0,0,0,15,9,13,79,29,51,0,0,0
AT1G08032,0,0,0,0,0,0,0,0,0,0,0,0
AT1G08035,0,0,0,0,0,0,0,0,0,0,0,0
AT1G08040,0,0,0,28,0,0,91,18,54,1,0,0
AT1G08050,0,0,0,0,0,0,20,5,0,0,0,0
AT1G08060,0,0,0,52,3,38,171,0,182,0,0,0
AT1G08065,0,0,0,0,0,0,0,0,0,0,0,0
AT1G08070,0,0,0,0,0,0,0,14,11,0,0,0
AT1G08080,0,0,0,0,0,0,0,0,0,0,0,0
AT1G08090,0,0,0,0,0,0,0,0,0,0,0,0
AT1G08100,0,0,0,0,0,0,0,0,0,0,0,0
AT1G08105,0,0,0,0,1,1,0,0,0,0,0,0
AT1G08110,6,0,0,102,0,73,294,226,355,0,0,0
AT1G08115,152,252,125,10161,749,4913,30122,17471,18631,68,30,4
AT1G08120,0,0,0,0,0,0,2,0,4,0,0,0
AT1G08125,0,0,0,0,0,0,31,14,66,0,0,0
AT1G08130,0,0,0,24,0,0,52,7,55,0,0,0
AT1G08135,0,0,0,0,0,0,0,0,0,0,0,0
AT1G08140,0,0,0,0,0,0,0,0,0,0,0,0
AT1G08150,0,0,0,0,0,0,0,0,0,0,0,0
AT1G08160,0,0,0,7,0,3,3,0,0,0,0,0
AT1G08165,0,0,0,0,0,0,0,0,0,2,0,0
AT1G08170,0,0,0,0,0,0,0,0,0,0,0,0
AT1G08180,0,0,0,5,0,3,15,6,16,3,0,0
AT1G08190,0,0,0,115,0,32,421,98,177,34,0,0
AT1G08200,0,0,3,257,5,49,980,77,253,39,0,0
AT1G08210,0,0,0,0,0,9,43,33,46,0,0,0
AT1G08220,0,0,0,0,0,0,19,6,27,0,0,0
AT1G08230,0,0,0,10,3,11,50,136,48,0,0,0
AT1G08240,0,0,0,0,0,0,0,0,0,0,0,0
AT1G08250,0,0,0,31,0,0,54,4,5,2,0,0
AT1G08260,0,0,0,20,0,5,69,0,23,0,0,0
AT1G08270,0,0,0,3,0,0,1,0,11,0,0,0
AT1G08280,0,0,0,3,0,0,23,0,12,2,0,0
AT1G08290,0,0,0,0,0,0,0,0,0,0,0,0
AT1G08300,0,0,0,0,0,0,10,0,33,0,0,0
AT1G08310,0,0,0,0,0,0,0,0,0,0,0,0
AT1G08315,0,2,0,10,3,17,53,48,33,4,0,0
AT1G08320,0,0,0,0,0,0,0,0,0,0,0,0
AT1G08340,0,0,0,0,0,0,0,0,0,0,0,0
AT1G08350,0,0,0,0,0,0,23,0,21,0,0,0
AT1G08360,0,0,0,71,0,46,226,185,263,0,0,0
AT1G08370,0,0,0,35,0,8,23,0,28,8,0,0
AT1G08380,11,4,0,2669,49,376,10662,1101,2037,44,5,0
AT1G08390,0,0,0,4,0,0,21,0,11,0,0,0
AT1G08400,0,0,0,7,0,7,30,24,13,0,0,0
AT1G08410,0,0,0,25,0,13,31,15,57,0,0,0
AT1G08420,0,0,0,91,0,66,334,245,253,16,0,0
AT1G08430,0,0,0,0,0,0,0,0,0,0,0,0
AT1G08440,0,0,0,0,0,0,0,0,0,0,0,0
AT1G08450,0,0,0,231,0,43,814,274,224,5,0,0
AT1G08460,0,0,0,26,4,27,95,156,122,0,0,0
AT1G08465,0,0,0,0,0,0,33,11,20,3,0,0
AT1G08470,0,0,0,9,0,0,58,8,44,0,0,0
AT1G08480,0,0,0,27,6,14,99,46,40,20,0,0
AT1G08490,0,0,0,31,0,7,77,7,34,0,0,0
AT1G08500,0,0,0,0,0,0,0,0,0,3,0,0
AT1G08510,4,0,0,139,0,70,465,179,422,0,0,0
AT1G08520,0,0,0,189,11,99,638,171,402,19,0,0
AT1G08530,0,0,0,16,0,0,31,5,0,0,0,0
AT1G08540,0,0,0,62,0,31,247,29,105,0,0,0
AT1G08550,0,0,0,58,0,20,239,33,135,0,0,0
AT1G08560,0,0,0,0,0,0,23,0,3,0,0,0
AT1G08570,0,0,0,43,29,60,196,461,231,0,0,0
AT1G08580,0,3,0,0,0,6,24,16,20,0,0,0
AT1G08590,0,0,2,10,0,9,14,0,26,0,0,0
AT1G08592,0,0,0,0,0,0,0,0,0,0,0,0
AT1G08600,0,0,0,27,0,25,166,13,72,0,0,0
AT1G08610,0,0,0,5,0,0,5,4,35,0,0,0
AT1G08620,0,0,0,57,0,11,156,45,84,3,0,0
AT1G08630,0,0,0,0,0,7,0,21,32,0,0,0
AT1G08640,0,0,0,24,0,14,117,103,102,0,0,0
AT1G08650,0,0,0,48,3,0,176,34,37,0,0,0
AT1G08660,0,0,0,42,0,0,107,10,85,0,0,0
AT1G08670,0,0,0,0,0,0,0,0,0,0,0,0
AT1G08680,0,0,0,36,6,28,97,41,153,3,0,0
AT1G08695,0,0,0,0,0,0,0,0,0,0,0,0
AT1G08700,0,0,0,45,0,13,101,27,60,0,0,0
AT1G08710,0,0,0,0,0,0,21,24,30,0,0,0
AT1G08720,0,0,0,41,0,36,129,58,114,0,0,0
AT1G08730,0,0,0,0,0,0,0,0,0,0,0,0
AT1G08735,0,0,0,0,0,0,1,0,0,0,0,0
AT1G08740,0,0,0,0,0,0,0,0,0,0,0,0
AT1G08750,0,0,0,0,0,0,49,17,26,0,0,0
AT1G08760,0,0,0,10,0,13,75,35,83,0,0,0
AT1G08770,0,0,0,12,6,2,58,39,18,5,0,0
AT1G08780,0,0,0,7,0,0,27,10,11,0,0,0
AT1G08790,0,0,0,0,0,0,0,0,0,0,0,0
AT1G08800,0,0,0,30,0,30,99,16,90,0,0,0
AT1G08810,0,0,0,9,0,3,25,9,7,0,0,0
AT1G08820,0,0,0,54,12,53,197,117,169,6,0,0
AT1G08830,0,12,0,151,0,17,624,51,150,26,0,0
AT1G08840,0,0,0,0,0,5,18,0,4,0,0,0
AT1G08845,0,0,0,3,0,4,10,8,18,0,0,0
AT1G08860,0,0,0,0,0,0,0,0,0,0,0,0
