"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AT4G18480",13.0101977869713,0,1.91606512114707,0,1,1
"AT4G18700",22.3978318728255,0.0388173682057309,1.46719648051951,0.0264568302344797,0.978892966017032,1
"AT4G19160",22.4292773138186,0,2.06855905348547,0,1,1
"AT4G20260",56.6207082065266,-0.147682431116143,1.73590378994616,-0.0850752397520393,0.932201574742213,1
"AT4G20850",36.1461686198249,-0.0919561903365543,1.68515480709297,-0.0545683933306911,0.956482319693335,1
"AT4G22190",15.8445468981316,-0.202613292335915,1.57424332823774,-0.128705193600996,0.897590925695023,1
"AT4G22240",19.7209748169631,-0.093929771298733,2.03640962806492,-0.0461251852300408,0.963210472456974,1
"AT4G24220",38.304760402405,-0.217589259570442,1.49702334936802,-0.14534793973808,0.884436166129381,1
"AT4G25570",16.4563257325135,0,1.84073171537516,0,1,1
"AT4G30190",14.1552662159523,0,2.44205475026761,0,1,1
"AT4G31480",25.8998492702143,-0.138662803643437,1.57726365132534,-0.0879135225914337,0.929945408746676,1
"AT4G32850",13.282485946269,0,2.25058257686671,0,1,1
"AT4G33010",174.172666671511,0.326705430896175,1.92256941856563,0.169931669432213,0.865063874719066,1
"AT4G34050",15.8381273095873,0,2.04244871317604,0,1,1
"AT4G34480",13.8149940879054,0,1.81239166636177,0,1,1
"AT4G34870",27.8098451849406,-0.0612475052269055,1.07329987201658,-0.0570646720676769,0.954493678150965,1
"AT4G37260",26.1356049978109,-0.204388056314385,1.49882804462962,-0.136365246865188,0.891532545980864,1
"AT4G37300",24.190644184159,-0.0918700098966524,2.03025658358357,-0.0452504430422751,0.963907687665932,1
"AT4G38460",12.0613174168959,0,1.93283784368449,0,1,1
"AT4G39080",17.6915426780808,0,2.29652162929676,0,1,1
"AT4G40030",39.2692460747112,-0.185577070507438,1.52246266292623,-0.121892690721723,0.90298400442145,1
"AT5G01600",40.7890861975832,0,1.86587533846402,0,1,1
"AT5G03880",12.1877830803339,0,1.93474131010775,0,1,1
"AT5G04930",21.5230755357448,0,1.74979977088675,0,1,1
"AT5G05600",13.1085882264998,0.28018018763119,1.98972982717539,0.14081318167147,0.888017529360459,1
"AT5G06165",12.9079294336435,0,1.75693596787703,0,1,1
"AT5G06530",20.4766369915016,0,1.8436867122947,0,1,1
"AT5G06700",13.9789033553852,0,1.79653572435276,0,1,1
"AT5G07010",13.8515601257055,0.211584376213901,1.41456508597878,0.149575568003998,0.881099485208659,1
"AT5G07090",12.9775539078728,-0.175239541741942,1.8315035244198,-0.0956807013502501,0.923774168659569,1
"AT5G10760",16.5636593590992,0,2.08119158085965,0,1,1
"AT5G10960",26.0557178201957,0.129283578266038,1.25238784060351,0.103229665822799,0.917780695756987,1
"AT5G11500",12.2341295775934,0,1.78335924280039,0,1,1
"AT5G11700",18.5709542938026,0,1.7269624766369,0,1,1
"AT5G12120",12.606037737308,-0.0639591336766383,1.35343131969075,-0.0472570220195971,0.96230838124755,1
"AT5G13530",13.7573695013113,0.11394589965727,1.4170608500437,0.0804100259023852,0.935911153210012,1
"AT5G14970",12.6408528854968,0,2.4653608283716,0,1,1
"AT5G15410",12.1424872320258,0,1.78620227487044,0,1,1
"AT5G15680",13.9708703408651,0.0764601490712628,1.87823955061209,0.0407084117924924,0.96752835551534,1
"AT5G16880",12.4115938924276,0,2.24392500563086,0,1,1
"AT5G19220",20.0247286623526,-0.0846020952413552,2.07765379047099,-0.0407200158319816,0.967519104502025,1
"AT5G20900",13.3342827822582,0,1.99133225186325,0,1,1
"AT5G21090",22.1027746703449,0,1.80956509659163,0,1,1
"AT5G22000",12.3512104950817,0,1.87498886933033,0,1,1
"AT5G23010",27.4181049126039,0,2.84460013192576,0,1,1
"AT5G23060",20.7703220162904,0,2.41261413285807,0,1,1
"AT5G25100",12.4441004391116,0,1.8869764057042,0,1,1
"AT5G25560",12.2665143673861,0,1.8085673091109,0,1,1
"AT5G36880",15.0963143800059,0.297793798510565,1.92208687372959,0.154932538471963,0.876874501372306,1
"AT5G37600",15.9309726143328,0,2.51529096571156,0,1,1
"AT5G42825",18.5285989493933,0,2.34521728677197,0,1,1
"AT5G44340",70.5271142070431,-0.105269366539797,1.59996120524499,-0.0657949493992125,0.947541077320587,1
"AT5G46110",189.626051084047,-0.0480005020549425,0.900010476190621,-0.0533332703615952,0.957466371999264,1
"AT5G47010",16.7402195880545,-0.172837774717857,1.85134955142209,-0.0933577209042419,0.925619377603969,1
"AT5G47110",16.0518353127888,0,1.77435191204438,0,1,1
"AT5G48810",18.6613039900925,0.0761129144199062,1.88235417877363,0.0404349592006614,0.967746359617841,1
"AT5G49730",26.1469587198807,0,1.78240449057556,0,1,1
"AT5G49740",15.2182991736542,0,1.94317491631315,0,1,1
"AT5G51110",18.8159786744986,0.104780709596666,1.46799674768064,0.0713766633081539,0.943097982211304,1
"AT5G51970",20.7736882499958,0,1.95466481434297,0,1,1
"AT5G53140",15.5652183818492,0,1.81760316279286,0,1,1
"AT5G53170",13.4505927412866,0,1.79637725748784,0,1,1
"AT5G53300",81.6677157692756,-0.173972481747472,1.61132958687771,-0.107968278596919,0.914020855092996,1
"AT5G53550",17.3031110420375,0,2.05329124336841,0,1,1
"AT5G54540",12.065187697355,0,1.9126889922181,0,1,1
"AT5G55230",14.7690938940101,0.3066700327275,2.00256088860724,0.153138930492538,0.878288715846313,1
"AT5G56870",15.7197810886994,0,2.93349986208389,0,1,1
"AT5G57350",17.4672675481533,0,2.32339012262519,0,1,1
"AT5G57655",44.9787587456316,0,2.24059070259,0,1,1
"AT5G57660",65.828739610579,-0.0429292905040423,1.71831933201419,-0.0249833018253488,0.980068282665197,1
"AT5G58950",24.9792214144857,-0.0951210247182229,1.3982503141842,-0.0680286095796235,0.945762859881628,1
"AT5G61010",12.6471215131573,-0.279167046474781,1.70083261666011,-0.164135520297686,0.869624459836039,1
"AT5G61960",13.5104588976952,0,1.75890687608544,0,1,1
"AT5G62700",17.8103325243003,-0.162514592378177,2.05183474151507,-0.0792045231957505,0.936869946907793,1
"AT5G65220",19.4233902845162,0,1.75442744726728,0,1,1
"AT5G65430",28.3820257061354,-0.0524380258609841,1.70238114264335,-0.0308027530072153,0.97542684488097,1
"AT5G65620",12.6484607929492,0,1.891965772497,0,1,1
