"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AT4G31550",19.4997447036954,-4.59959619204816,1.41952534631066,-3.24023533922975,0.00119431084367658,0.0285670252111709
"AT3G12740",10.7842835865142,-4.99054378913518,1.54184907747526,-3.2367265136657,0.00120909226124768,0.0287420635683013
"AT5G22780",10.152259077719,-4.58041783288306,1.41812324360709,-3.22991520908471,0.00123826935602997,0.0292550631292725
"AT1G61740",16.3294703992414,-4.81235456636967,1.49279463279205,-3.22372177703297,0.00126536273989555,0.0295327994626531
"AT3G48750",8.95381941315616,-4.18955140534498,1.29959587673082,-3.22373399328101,0.00126530876494502,0.0295327994626531
"AT1G06570",22.5784069777598,-5.34576035973889,1.66087135718463,-3.21864805279114,0.00128796461715763,0.0297543087535024
"AT3G14210",107.939187769856,-4.12039236606792,1.28082082777396,-3.21699356906076,0.00129541502386434,0.0297543087535024
"AT3G24550",9.83044235944322,-4.72083843978203,1.46773329317575,-3.21641435929243,0.00129803268516967,0.0297543087535024
"AT3G51730",24.7033717016784,-5.15621975640796,1.60404444286394,-3.21451177948773,0.00130666553536701,0.0297749643591619
"AT1G34190",8.78459655974109,-4.25294369345235,1.32517717350352,-3.20933968565756,0.00133040214240924,0.0297809320378735
"AT1G76520",10.0515225988779,-4.24472535898237,1.32131400364578,-3.21250311982639,0.00131583719352609,0.0297809320378735
"AT3G58640",10.8053015932498,-4.15743981012971,1.29807064228424,-3.20278394310944,0.0013610605138057,0.0297809320378735
"AT3G61460",13.6415712130022,-4.80902277037285,1.49930064887231,-3.20751063103317,0.00133889111906814,0.0297809320378735
"AT5G03880",12.1877830803339,-4.93952917189201,1.54198772855081,-3.20335180393056,0.00135837931710217,0.0297809320378735
"AT5G42100",9.33483187599257,-4.57695792437348,1.42761854585911,-3.20600901245589,0.0013458977298389,0.0297809320378735
"AT5G59030",8.41660689236745,-4.26397854165449,1.33105652465307,-3.20345414539466,0.00135789662280367,0.0297809320378735
"AT2G39480",10.4359146178219,-4.40033963523739,1.37542434876149,-3.19925966062742,0.00137781012905742,0.0299472814294686
"AT3G16857",13.3723806298345,-4.69887099052101,1.47008768309624,-3.19632022263083,0.00139192537375879,0.0299472814294686
"AT4G17040",10.3681873116703,-4.16350203641955,1.30259795249548,-3.19630629577086,0.00139199256709293,0.0299472814294686
"AT1G17720",9.74046572979337,-4.48941984177622,1.40656778237156,-3.19175506366766,0.0014141119408453,0.0301079585317345
"AT1G30580",11.792782374213,-4.29080030581367,1.34442361463785,-3.19155380721983,0.00141509750564631,0.0301079585317345
"AT5G15410",12.1424872320258,-4.31702868256963,1.35406291376451,-3.18820391481487,0.00143159540184873,0.0302916147940631
"AT5G25100",12.4441004391116,-4.72160016742143,1.48265889869528,-3.1845491714759,0.00144979677705286,0.0305091114121889
"AT2G07671",189.547455054952,-2.13793774370858,0.671804415764158,-3.18238120134525,0.00146069425874113,0.0305713782087613
"AT5G57655",44.9787587456316,-6.05710405801038,1.90872800830762,-3.17337202139185,0.00150679314872425,0.0313657319769573
"AT1G54920",9.60595077149511,-4.1157653206451,1.3008143042214,-3.16399143773913,0.00155621373706587,0.0315419952707404
"AT2G24420",13.5294639440446,-4.44924542613517,1.4060373757036,-3.16438631221215,0.00155410364619733,0.0315419952707404
"AT3G11930",14.2967582528679,-4.4880992159321,1.41776948942189,-3.16560572746009,0.00154760407619578,0.0315419952707404
"AT5G38470",10.9468565431778,-4.49592790944959,1.41874964688884,-3.16893676013146,0.00152997681027328,0.0315419952707404
"AT5G65310",9.18610427306619,-4.32123090314338,1.36409702863489,-3.16783250196492,0.00153579976354163,0.0315419952707404
"AT1G19660",17.3715252382403,-4.40137491816644,1.39796050217523,-3.14842580410382,0.00164152389032611,0.0316508771755051
"AT1G33050",18.9600416066755,-5.04036689533425,1.59911844974358,-3.15196594482571,0.00162175186570329,0.0316508771755051
"AT3G44480",11.8378872599704,-4.56768050293576,1.44942293371158,-3.15137866022249,0.00162501666787549,0.0316508771755051
"AT4G05420",12.4603748675986,-4.3454576057698,1.37647632737238,-3.15694321751618,0.00159432389280179,0.0316508771755051
"AT4G16980",17.8939005592954,-3.66748768321149,1.16334755084881,-3.15252968086415,0.00161862365320725,0.0316508771755051
"AT4G17230",30.4994517210407,-4.46295702349116,1.41710391717345,-3.1493505659013,0.00163633771366096,0.0316508771755051
"AT5G06165",12.9079294336435,-4.15079233833214,1.31587581687714,-3.15439518311302,0.00160831139930346,0.0316508771755051
"AT5G49740",15.2182991736542,-4.88829301738139,1.55281247656822,-3.1480253354125,0.00164377445731005,0.0316508771755051
"AT5G51970",20.7736882499958,-4.93829452345515,1.56694346076659,-3.15154608133672,0.00162408533321141,0.0316508771755051
"AT5G59420",10.5327047268295,-4.14907291360872,1.31398452871083,-3.1576269148918,0.00159058981935818,0.0316508771755051
"AT1G14670",11.8435351318082,-4.49924714277965,1.42994134935807,-3.14645572337596,0.00165262281476857,0.0316629376103172
"AT1G68490",10.9482966753707,-4.4455127393776,1.41543935485601,-3.14072992539467,0.00168527363776271,0.0318303449157222
"AT1G74970",11.0702215319923,-4.30386059154821,1.37165322870134,-3.13771768366196,0.00170268788694853,0.0318303449157222
"AT2G18050",46.2690884188032,-6.0306496835698,1.91934027404777,-3.14204300566858,0.00167773391183867,0.0318303449157222
"AT3G55800",33.9183771498136,-5.83512981291612,1.85912776427791,-3.13863841153623,0.00169734752860846,0.0318303449157222
"AT5G38660",10.5476189266711,-4.47398699280534,1.42506993033323,-3.13948592807595,0.00169244542895352,0.0318303449157222
"AT2G17390",10.8467566269862,-4.20229588809393,1.34133797364479,-3.13291353160988,0.00173080422950981,0.0321996477673541
"AT2G43710",20.0312428449061,-4.84569747244773,1.54969329050519,-3.12687517080754,0.00176674924954413,0.0327103430768964
"AT2G20860",9.35519450112899,-4.1478414299792,1.32731430917763,-3.12498810665959,0.00177812248904007,0.0327633957191068
"AT1G17470",9.27492921584327,-4.33104872405203,1.38845260726725,-3.1193349354404,0.00181259788670995,0.0330569453394935
"AT1G65580",8.83354666132463,-4.17053993753747,1.33749794420067,-3.11816549372712,0.00181980587171452,0.0330569453394935
"AT3G56310",10.0359263166593,-4.32021719497602,1.38478333993542,-3.11977843059369,0.00180987122336694,0.0330569453394935
"AT2G36120",14.180411495748,-4.86629249968793,1.56384273075244,-3.11175312196931,0.0018597995861859,0.0334677018990743
"AT3G05680",9.14160823242709,-4.27645265946124,1.37400320821084,-3.11240369302327,0.00185570550091592,0.0334677018990743
"AT1G73480",18.1356044558924,-4.80773957289432,1.54572306993999,-3.11034988504182,0.00186865851245394,0.0334707159602796
"AT1G01320",68.395544055559,-2.8361255636412,0.915493153121881,-3.09792110838826,0.00194883300361569,0.0341134358951092
"AT1G11680",8.07410519723081,-4.07705890498511,1.31516442901832,-3.1000373907834,0.0019349621427472,0.0341134358951092
"AT3G27160",12.9217577150738,-4.29117654824542,1.385147336425,-3.09799285274644,0.00194836127473207,0.0341134358951092
"AT3G48690",13.5561257819455,-4.41246125260931,1.4242170013576,-3.09816639487048,0.00194722064518965,0.0341134358951092
"AT4G20360",113.286006238009,-2.26507242903264,0.730054543839132,-3.10260712455992,0.0019182410873203,0.0341134358951092
"AT1G09430",11.3890289642876,-4.15403945265771,1.34321908590127,-3.09260008010565,0.00198411319115293,0.0345738456974206
"AT1G66150",15.5485745966509,-4.80405217131314,1.55436381287589,-3.09068709109013,0.00199693954757726,0.0346406044942343
"AT1G11910",61.6998294122091,-3.65857964939536,1.18545043577426,-3.08623586359038,0.00202707956368744,0.0349859589033742
"AT2G25970",18.5013455272611,-5.1258458534961,1.66149874429131,-3.08507356451988,0.00203501812369666,0.0349859589033742
"AT3G01780",8.72087490916712,-4.29731321513937,1.39451700582407,-3.0815782075027,0.00205906378359153,0.035105363424301
"AT5G63840",10.001783390253,-4.05522191765935,1.31602603964872,-3.08141464947136,0.00206019530872294,0.035105363424301
"AT5G14320",19.0597206068693,-4.70927062078506,1.52951530157072,-3.07893004793671,0.00207745454711484,0.0352435130437852
"AT1G75820",14.5720905188328,-4.49159926255684,1.46270323225974,-3.07075226436584,0.00213520230788355,0.0355959484314267
"AT3G62700",20.9433666260185,-5.44656778762491,1.77251219745948,-3.07279565998554,0.00212063644401136,0.0355959484314267
"AT5G50850",10.015069164315,-4.12246365735991,1.3423378760835,-3.07110730525454,0.00213266491588253,0.0355959484314267
